,Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix_Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
290,checkpoint-info-fb9t.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
291,support1213112.hol.es,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
292,support1213112.hol.es,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
293,recovery-account-fb-chekpoin-8108.esy.es,0,0,1,2,0,0,0,1,1,0,1,1,1,1,1,1,1
294,digitalworld.tv,0,0,1,5,0,0,0,0,1,0,1,1,0,0,1,0,1
295,info-support-il.hol.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
296,info-support-il.hol.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
297,wish4job.com,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
298,c0.16mb.com,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
299,orgcontalex.com.br,0,0,1,6,0,0,1,0,1,0,1,1,1,1,1,1,1
300,last-warning-fb1.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
301,digital-sms-online.com.br,0,0,0,4,0,0,0,1,1,0,1,1,1,1,1,1,1
302,emaillsantander.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,1
303,recover-fb01.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
304,olenelife.com,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
305,cover-acct56467.esy.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
306,safecheck-acct5151.esy.es,0,0,1,2,0,0,0,1,1,0,1,1,1,1,1,1,1
307,suspicous-payments-helping.com,0,0,1,3,0,0,0,1,1,0,1,1,1,1,1,1,1
308,petektemizleme.biz.tr,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
309,pages-5566.hol.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
310,pages-5566.hol.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
311,secure-notification-fbpages-inc.com,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
312,goterbox33.esy.es,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1
313,httpssecure.belhalfs.beget.tech,0,0,1,4,0,1,0,0,1,0,1,1,1,1,1,1,1
314,floraprive.com,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
315,blancogris.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
316,lacasadelcarpintec.com,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
317,cr-mufg-jp.win,0,0,1,4,0,0,0,1,1,0,1,1,1,1,1,1,1
318,reo15.moe.go.th,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,1
319,onlinedecu.cba.pl,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
320,bakekapw2.com,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
321,missalli.nl,0,0,1,7,0,0,0,0,1,0,1,1,1,1,1,1,1
322,fgts-caixa.cf,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
323,excelsolarenergy.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,1
324,rattikagmr.in,0,0,0,4,0,0,0,0,1,0,1,1,0,0,1,0,1
325,fractus.com,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
326,getthelps-recoveri-disables.esy.es,0,0,1,2,0,0,0,1,1,0,1,1,1,1,1,1,1
327,newsvanguard.in,0,0,0,4,0,0,0,0,1,0,1,1,1,1,1,1,1
328,festainfantilbh.com.br,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,1
329,hormontant.se,0,0,1,9,0,0,0,0,1,0,1,1,0,0,1,0,1
330,"Usaa.doc.bizburrows.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
331,webdropbox.net,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
332,pages-5564.hol.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
333,pages-5508.hol.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
334,pages-5508.hol.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
335,ip55.ip-144-217-29.net,0,0,1,4,0,0,0,1,1,0,1,1,1,1,1,1,1
336,safety-check-893465.esy.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
337,safety-check-938407.esy.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
338,acct-recover67868.esy.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
339,kalera-fb-scrty1.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
340,fppkdo.pspu.ru,0,0,1,3,0,0,0,0,1,0,1,1,1,1,1,1,1
341,hotelcaucasia.com,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1
342,zovermedical.com.sa,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,1
343,kancelaria24online.pl,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
344,contact-support-fb.hol.es,0,0,0,2,0,0,0,1,1,0,1,1,1,1,1,1,1
345,secretsofthemind.net,0,0,1,11,0,0,0,0,1,0,1,1,1,1,1,1,1
346,fb-securityloginfo707txtinc.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
347,polymer-pipe.com,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1
348,johnricerealtydadeville.com,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
349,fb-safety-system2017.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
350,depatmens-recon2017.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
351,extratocontasinativas.com,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
352,marcof.pro.br,0,0,1,6,0,0,0,0,1,0,1,1,1,1,1,1,1
353,sistemaconsultainativos.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,1
354,fractus.com,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
355,bigrichpoems.com,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,1
356,bigrichpoems.com,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,1
357,importradee.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,1
358,asdgxfhxhxchxcxcvhhvhhf.blogspot.com,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
359,fdhdfhdfhhfdfdhhdfhhfddfdf.blogspot.com,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
360,adadaadjaldkadlhadlsajlshsaah.blogspot.com,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
361,system-internos24hs.com,0,0,0,2,0,0,0,1,1,0,1,1,1,1,1,1,1
362,re-sourceerror.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
363,miprofe.cl,0,0,0,5,0,0,0,0,1,0,1,1,1,1,1,1,1
364,vbly.us,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
365,sicoob-conta.com,0,0,0,2,0,0,0,1,1,0,1,1,1,1,1,1,1
366,seapost.com.ua,0,0,0,2,0,0,1,0,1,0,1,1,0,0,1,0,1
367,hjdjdk44d.net,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,1
368,anywayrocks.org,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
369,whautopilots.com,0,0,1,6,0,0,0,0,1,0,1,1,1,1,1,1,1
370,er1cd13r.com,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
371,edleigh.co.za,0,0,1,5,0,0,0,0,1,0,1,1,0,0,1,0,1
372,zemo.org.ua,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
373,shib.ncsu.edu.nllt.cf,0,0,1,6,0,0,0,0,1,0,1,1,1,1,1,1,1
374,logs.en-action.com,0,0,0,2,0,0,0,1,1,0,1,1,1,1,1,1,1
375,aboutus.in,0,0,1,5,0,0,0,0,1,0,1,1,0,0,1,0,1
376,m-amir.com,0,0,0,3,0,0,0,1,1,0,1,1,1,1,1,1,1
377,sjlearning.com.my,0,0,1,9,0,0,0,0,1,0,1,1,0,0,1,0,1
378,wbmexed.com.ng,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
379,phukien365.vn,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
380,cart-si-titolari-20-17-efdgdf.dynamic-dns.net,0,0,1,2,0,0,0,1,1,0,1,1,1,1,1,1,1
381,support109381.hol.es,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
382,recovers-check-accounts.hol.es,0,0,1,2,0,0,0,1,1,0,1,1,1,1,1,1,1
383,recover-fb-warning01.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
384,fb-recover-10.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
385,owahelpsno.16mb.com,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
386,webmailhelpdeskstaff.000webhostapp.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
387,purrfectphonesexjobs.com,0,0,1,2,1,0,0,0,1,0,1,1,1,1,1,1,1
388,eagleinfotech.edu.sg,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
389,clickimagem.pt,0,0,1,3,0,0,0,0,1,0,1,1,1,1,1,1,1
390,riclogauto.96.lt,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
391,desertsportswear.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
392,dooglinn.beget.tech,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,1
393,lpmnuansa.undip.ac.id,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,1
394,lpmnuansa.undip.ac.id,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,1
395,m.facebook.com------------------login-secured.liraon.com,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
396,j-wearfetish.com,0,0,1,5,0,0,0,1,1,0,1,1,1,1,1,1,1
397,fgtscontasinativas.16mb.com,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
398,portalfgts.com,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
399,103.236.137.117,0,0,0,4,0,0,0,0,1,0,1,1,1,1,1,1,1
400,normansfinejewelry.com,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
401,inhomecareidaho.com,0,0,1,5,0,0,0,0,1,0,1,1,1,1,1,1,1
402,mainepta.org,0,0,0,5,0,0,0,0,1,0,1,1,0,0,1,0,1
403,caixa.suportedeconsultafgtsliberado.com,0,0,1,2,0,0,0,0,1,0,1,1,1,1,1,1,1
404,saiastrology.com,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
405,notify-action-acct.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
406,fangtasiaphonesex.com,0,0,0,3,0,0,1,0,1,0,1,1,1,1,1,1,1
407,latitudeinfra.com,0,0,1,5,0,0,0,0,1,0,1,1,1,1,1,1,1
408,boxmail-fullupgrade.com,0,0,0,2,0,0,0,1,1,0,1,1,1,1,1,1,1
409,michaelsmolski.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,1
410,miprofe.cl,0,0,0,5,0,0,0,0,1,0,1,1,1,1,1,1,1
411,kesenianjawa.undip.ac.id,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
412,u.nu,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
413,tinyurl.com,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
414,cover-acct789345.esy.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
415,depatmens-recons001.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
416,carolyneslick.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
417,protecfb-error.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
418,cover-acct76483.esy.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
419,attxn.net,0,0,1,5,0,0,0,0,1,0,1,1,1,1,1,1,1
420,bit.ly,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
421,assasasauysuysauysaysayasa.blogspot.com,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
422,miprofe.cl,0,0,0,5,0,0,0,0,1,0,1,1,1,1,1,1,1
423,click.waw.pl,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
424,sac-uol-conteudo.byethost15.com,0,0,1,3,0,0,0,1,1,0,1,1,0,0,1,0,1
425,sac-uol-conteudo.byethost15.com,0,0,1,3,0,0,0,1,1,0,1,1,0,0,1,0,1
426,shastivelcotton.com,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
427,ring-my-bell.com,0,0,0,4,0,0,0,1,1,0,1,1,0,0,1,0,1
428,cname.hub-web.com,0,0,1,2,0,0,0,1,1,0,1,1,0,0,1,0,1
429,h2hventures.co,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
430,acessoseguroatodos.com,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
431,caixa.suportedeconsultafgtsliberado.com,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
432,ournepal.com,0,0,1,5,0,0,0,0,1,0,1,1,0,0,1,0,1
433,harigoindia.com,0,0,0,4,0,0,0,0,1,0,1,1,0,0,1,0,1
434,segurana.my-free.website,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,1
435,secure.saginawheadstart.org,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
436,04daa73b.ngrok.io,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,1
437,kiwi-pools.com,0,0,1,2,0,0,0,1,1,0,1,1,0,0,1,0,1
438,pages-5507.hol.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
439,mir-holoda.by,0,0,0,2,0,0,0,1,1,0,1,1,0,0,1,0,1
440,support-fb-page.hol.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
441,paranavida.com.br,0,0,0,4,0,0,0,0,1,0,1,1,0,0,1,0,1
442,phpmatrimonialscript.in,0,0,1,5,0,0,0,0,1,0,1,1,0,0,1,0,1
443,rccgpavilion.org,0,0,1,8,0,0,0,0,1,0,1,1,0,0,1,0,1
444,doutorconsorcio.com.br,0,0,1,5,0,0,0,0,1,0,1,1,1,1,1,1,1
445,vuongquocsen.com,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1
446,sping-doo.si,0,0,1,6,0,0,0,1,1,0,1,1,0,0,1,0,1
447,safety-check-278836.esy.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
448,qzsclothing.com,0,0,0,4,0,0,0,0,1,0,1,1,0,0,1,0,1
449,recover-acct88000.esy.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
450,last-warning-fb113.esy.es,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
451,lexavierpartners.com,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,1
452,mobile-free.kofoed-fr.com,0,0,1,7,0,0,0,1,1,0,1,1,1,1,1,1,1
453,primelog.amzweb.com.br,0,1,1,5,0,0,0,0,1,0,1,1,1,1,1,1,1
454,phpmatrimonialscript.in,0,0,1,5,0,0,0,0,1,0,1,1,0,0,1,0,1
455,atualizar-cadastro.com,0,0,0,2,0,0,0,1,1,0,1,1,1,1,1,1,1
456,mobile-free.kofoed-fr.com,0,0,1,7,0,0,0,1,1,0,1,1,1,1,1,1,1
457,dentalimplantformula.com,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
458,mobile-free.kofoed-fr.com,0,0,1,7,0,0,0,1,1,0,1,1,1,1,1,1,1
459,fgtsconsultainativos.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,1
460,saldofgtsgov.com,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
461,promocaorecar.ga,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
462,mobilier-lemnmasiv.ro,0,0,1,6,0,0,0,1,1,0,1,1,0,0,1,0,1
463,igforweddingpros.com,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
464,fahwonmai.tv,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
465,owaispsecuredesk2017.myfreesites.net,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
466,forfindquality.com,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
467,loadingspeacceasy.atwebpages.com,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1
468,virgilecatherine.fr,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,1
469,supporto-informatici.info,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
470,antiquehostel.ro,0,0,1,5,0,0,0,0,1,0,1,1,1,1,1,1,1
471,desertsportswear.com,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,1
472,pursorder.esy.es,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
473,supporto-informatici.info,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
474,mir-holoda.by,0,0,1,4,0,0,0,1,1,0,1,1,0,0,1,0,1
475,newsvanguard.in,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
476,newsvanguard.in,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
477,newsvanguard.in,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
478,newsvanguard.in,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
479,saferpdf.000webhostapp.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
480,guard.trustlawsuits.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
481,supremehosting.co.nz,0,0,1,5,0,0,0,0,1,0,1,1,1,1,1,1,1
482,backup.din-14675.de,0,0,1,2,0,0,0,1,1,0,1,1,0,0,1,0,1
483,sandiegovendingmachine.com,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
484,emailbradesco.esy.es,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
485,fontedevidaeterna.org.br,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
486,sivasosb.org.tr,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1
487,cabinetelendil.be,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,1
488,universityrankings.com.au,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
489,snfp.ro,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,1
490,bit.ly,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1
491,srixlex.com,0,0,0,3,0,0,1,0,1,0,1,1,1,1,1,1,1
492,"constructions.pancakeapps.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
493,poggisub.it,0,0,1,6,0,0,0,0,1,0,1,1,0,0,1,0,1
494,bisnis101.com,0,0,1,6,0,0,0,0,1,0,1,1,1,1,1,1,1
495,elicos.com,0,0,1,5,0,0,0,0,1,0,1,1,1,1,1,1,1
496,banorte-rs.com,0,0,1,14,0,0,0,1,1,0,1,1,1,1,1,1,1
497,bright-wedding.com.ua,0,0,1,6,0,0,0,1,1,0,1,1,1,1,1,1,1
498,siclogistics.com,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
499,meu-fgtscaixa.com,0,0,1,4,0,0,0,1,1,0,1,1,1,1,1,1,1
500,pellicole-adesive.com,0,0,0,3,0,0,0,1,1,0,1,1,1,1,1,1,1
501,formget.com,0,0,0,4,0,0,1,0,1,0,1,1,0,0,1,0,1
502,sping-doo.si,0,0,1,6,0,0,0,1,1,0,1,1,0,0,1,0,1
503,page.app15.in,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
504,paypal1.uk-ppl202.com,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
505,tinyurl.com,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
506,maszx.org,0,1,1,5,0,0,0,0,1,0,1,1,1,1,1,1,1
507,segurom3.beget.tech,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
508,belgiumimagyarok.be,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
509,faridhosiery.com,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,1
510,herballineteam.eu,0,0,1,12,0,0,0,0,1,0,1,1,1,1,1,1,1
511,mashtaresort.com,0,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1
512,pixelnam.net,0,0,1,6,0,0,0,0,1,0,1,1,1,1,1,1,1
513,unitedkingdomimmigrationservices.org,0,0,1,3,0,0,0,0,1,0,1,1,1,1,1,1,1
514,grannyflat-s.com.au,0,1,1,4,0,0,0,1,1,0,1,1,1,1,1,1,1
515,ip-160-153-224-253.ip.secureserver.net,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
516,inativasfgtsativas.site,0,0,1,5,0,0,0,0,1,0,1,1,1,1,1,1,1
517,piewerks.com,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
518,facebooknotsz.gq,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
519,facebooknotsz.gq,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
520,savagtolldoc.us,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
521,sivasosb.org.tr,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
522,simer.com.tr,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
523,antiquehostel.ro,0,0,1,5,0,0,0,0,1,0,1,1,1,1,1,1,1
524,carolyneslick.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
525,piewerks.com,0,0,0,4,0,0,0,0,1,0,1,1,0,0,1,0,1
526,robashburn.com,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,1
527,faridhosiery.com,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
528,"snaphelp.byethost18.com
",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
529,prize.life,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,1
530,camillascake.it,0,0,1,8,1,0,0,0,1,0,1,1,1,1,1,1,1
531,librievini.it,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1
532,offerup.com------------------login-confirm-account.aggly.com,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1
533,onlin-info-alert-sys-01.esy.es,0,0,1,3,0,0,0,1,1,0,1,1,1,1,1,1,1
534,carolyneslick.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
535,email.premiumx.my,0,0,0,4,0,0,0,0,1,0,1,1,1,1,1,1,1
536,seguranca-santa-mobile.000webhostapp.com,0,0,1,2,0,0,0,1,1,0,1,1,0,0,1,0,1
537,sarmawola.pl,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
538,bit.ly,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
539,makingdigital.com.br,0,0,1,3,0,0,0,0,1,0,1,1,0,0,1,0,1
540,cliente01.novoportalb-b.com.br,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1
541,carolyneslick.com,0,0,0,4,0,0,0,0,1,0,1,1,0,0,1,0,1
542,faridhosiery.com,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
543,caixa.gov.br-fgts.gov.br.trabalhador.servicos_online.saldo_fgts.asp.ct56372.tmweb.ru,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1
544,saldoinativofgts.com,0,0,1,5,0,0,0,0,1,0,1,1,1,1,1,1,1
545,recover-acct8431.esy.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
546,recovery-your-acct-chekpoin-402.esy.es,0,0,1,2,0,0,0,1,1,0,1,1,1,1,1,1,1
547,dhiyaselectric.co.id,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1
548,bit.ly,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1
549,activation-locked-help17.16mb.com,0,0,1,3,0,0,0,1,1,0,1,1,1,1,1,1,1
550,hallwaystreetsigns.com,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,1,1
551,cellusconections.info,0,0,1,5,0,0,0,0,1,0,1,1,1,1,1,1,1
552,supporto-informatici.info,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
553,tinyurl.com,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1
554,cargo-hangnadim.com,0,0,1,3,0,0,0,1,1,0,1,1,1,1,1,1,1
555,radaradt.com,0,0,1,7,0,0,1,0,1,0,1,1,1,1,1,1,1
556,kenmetcalf.com,0,0,0,3,0,0,0,0,1,0,1,1,1,0,1,0,1
557,radaradt.com,0,0,1,7,0,0,1,0,1,0,1,1,1,1,1,1,1
558,thomasmorall.co,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,1
559,bibliophile.free.fr,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
560,promosmilancamp.it,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
561,pages-5503.hol.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
562,pages-5503.hol.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
563,safety-check-73652.esy.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
564,plumberstomballtx.net,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
565,desbloqueiomobile.com,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
566,whatsmyhomesvalue.us,0,0,1,4,0,0,0,0,1,0,1,1,1,1,1,1,1
567,wrkinprog.com,0,0,1,4,0,0,0,0,1,0,1,1,0,0,1,0,1
568,cover-acct8678.esy.es,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1
569,bestlight.gr,0,0,1,7,0,0,0,0,1,0,1,1,0,0,1,0,1
570,liceosanconrado.cl,0,0,0,3,0,0,0,0,1,0,1,1,1,1,1,1,1
571,ashimsolutions.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
572,festainfantilbh.com.br,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
573,ovbppst.pe.hu,0,0,1,2,0,0,0,0,1,0,1,1,1,1,1,1,1
574,dallas177.arvixeshared.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
575,pursorder.esy.es,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1
576,meowmeowmugs.com,0,0,0,2,0,0,0,0,1,0,1,1,1,1,1,1,1
577,dhlmail.000webhostapp.com,0,0,0,2,0,0,0,0,1,0,1,1,0,0,1,0,1
578,dhlmail.000webhostapp.com,0,0,1,2,0,0,0,0,1,0,1,1,0,0,1,0,1
579,mirazfood.com,0,0,0,3,0,0,0,0,1,0,1,1,0,0,1,0,1
580,paypal.gb-ppsweb.com,0,0,0,2,0,0,0,1,1,0,1,1,1,1,1,1,1
