Index,Domain,Subdomain_Level,Url_Length,Url_Depth,Have_At_Sign,Have_Tilde_Symbol,No_Https,Having_IP,Domain_In_Subdomains,Domain_In_Paths,Http_In_Hostname,Double_Slash_In_Path,Num_Dots,Num_Dashes_In_Hostname,Num_Underscore,Num_Percent,Num_Query_Components,Num_Ampersand,Num_Hash,Num_Numeric_Chars,Path_Length,Query_Length,Num_Sensitive_Words,Ext_Favicon,Redirection,Tiny_URL,Prefix_Suffix,DNS,Domain_Age,Domain_End,Rank_Host,Rank_Country,Iframe,Mouse_Over,Right_Click,Forwarding,Label
1334,sonos.com,1,50,1,0,0,0,0,1,1,0,0,2,0,3,0,1,0,0,2,7,21,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1335,sonos.com,1,50,1,0,0,0,0,1,1,0,0,2,0,3,0,1,0,0,2,7,21,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1336,sonos.com,1,50,1,0,0,0,0,1,1,0,0,2,0,3,0,1,0,0,2,7,21,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1337,51.254.158.172,1,22,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,11,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
1338,sonos.com,1,49,1,0,0,0,0,1,1,0,0,2,0,3,0,1,0,0,1,7,20,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1339,sonos.com,1,51,1,0,0,0,0,1,1,0,0,2,0,3,0,1,0,0,3,7,22,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1340,sonos.com,1,50,1,0,0,0,0,1,1,0,0,2,0,3,0,1,0,0,2,7,21,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1341,sonos.com,1,51,1,0,0,0,0,1,1,0,0,2,0,3,0,1,0,0,3,7,22,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1342,lnkd.in,1,24,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,9,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1343,sonos.com,1,50,1,0,0,0,0,1,1,0,0,2,0,3,0,1,0,0,2,7,21,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1344,sonos.com,1,50,1,0,0,0,0,1,1,0,0,2,0,3,0,1,0,0,2,7,21,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1345,sonos.com,1,51,1,0,0,0,0,1,1,0,0,2,0,3,0,1,0,0,3,7,22,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1346,successcouncilfoundation.org,1,37,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1347,projects.propublica.org,1,119,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,11,19,68,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1348,ukdcnews.co.uk,1,39,2,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1349,apply.workable.com,1,27,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1350,pionex.com,1,23,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1351,welcome.avax.network,1,29,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1352,bit.ly,1,22,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1353,bit.ly,1,22,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1354,krebsonsecurity.com,1,136,3,0,0,0,0,0,1,0,0,1,0,3,0,3,2,0,6,57,51,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1355,bit.ly,1,22,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1356,sympa.unil.ch,1,32,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1357,jccapfuturedirectionsforum.weebly.com,1,108,0,0,0,0,0,1,1,0,0,2,0,4,0,3,2,0,5,1,61,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1358,bit.ly,1,31,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,4,18,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1359,secure.cloudsurveillance.net,1,73,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,18,37,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1360,service-noreply.info,1,69,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,21,41,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1361,vegconomist.fr,1,128,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,106,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
1362,sts.zb.co.zw,1,133,2,0,0,0,0,1,1,0,0,7,0,0,0,6,5,0,17,9,103,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0
1363,sts.zb.co.zw,1,133,2,0,0,0,0,1,1,0,0,7,0,0,0,6,5,0,17,9,103,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0
1364,acsh.org,1,151,5,0,0,0,0,1,1,0,0,2,0,2,0,1,0,0,21,62,68,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1365,jyocosmetics.com,1,45,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1366,serviciosglobalesmonterrey.com,1,38,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1367,telenet.be,1,35,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
1368,rhteplacon.com.br,1,38,1,0,0,1,0,1,1,0,0,4,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1369,sellercentral.amazon.sa,1,73,4,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,9,27,14,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1370,maim.mx,1,30,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1371,webmail.procesos.com,1,29,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1372,app.popt.in,1,28,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1373,trannyvideosxxx.com,1,75,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,48,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
1374,thistleandbi-geeks.online,1,34,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1375,thistleandbi-geeks.online,1,33,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
1376,scu.edu,1,57,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,38,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1377,bit.ly,1,29,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,12,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1378,thegoldengirlblog.com,1,61,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1379,dtexpress.com.vn,1,31,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1380,marykats.net,1,36,2,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1381,pdfill.com,1,35,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1382,accounts.login.idm.telekom.com,1,429,2,0,0,0,0,1,1,0,0,7,0,5,29,7,6,0,70,12,378,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1383,magentacloud.de,1,23,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
1384,iltcmalaysia.blogspot.com,1,34,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0
1385,calisthenicexercise.com,1,36,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1386,infotechnology.com,1,111,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,81,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1387,bit.ly,1,22,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1388,theguardian.com,1,44,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1389,bit.ly,1,22,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1390,gizmodo.com,1,168,1,0,0,0,0,0,1,0,0,1,0,4,0,4,3,0,11,63,85,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1391,dlvr.it,1,21,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1392,kipix.com.br,1,20,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
1393,portal.criticalimpact.com,1,148,7,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,72,116,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1394,sellercentral.amazon.de,1,32,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1395,prosired.com,1,20,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1396,gardtool.blogspot.com,1,76,3,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,6,47,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0
1397,dlvr.it,1,21,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1398,3600kmsolidarios.org,1,28,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1399,sonos.com,1,29,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,7,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1400,loveplanet.net,1,23,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1401,mba.com,1,50,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,21,9,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
1402,inversorasocial.com,1,28,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1403,trk.klclick1.com,1,654,2,0,0,1,0,1,1,0,0,2,0,1,0,1,0,0,103,9,621,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1404,fotoafisha.com,1,23,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1405,fotoafisha.com,1,22,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1406,opengroup.org,1,58,3,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,33,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1407,inmobiliariaenbogota.com,1,32,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1408,api.saisoncard.co.jp,1,109,4,0,0,0,0,1,1,0,0,3,0,2,0,4,3,0,3,26,54,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1409,katymackayphysio.com,1,28,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1410,tinyurl.com,1,33,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,15,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1411,tinyurl.com,1,32,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,14,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1412,tinyurl.com,1,32,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,14,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1413,gayplaces.pl,1,20,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1414,katymackayphysio.com,1,29,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1415,tinyurl.com,1,29,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,11,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
1416,instantproxies.com,1,119,2,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,3,31,61,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
1417,gizmodo.com,1,156,1,0,0,0,0,0,1,0,0,1,0,4,0,4,3,0,10,51,85,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1418,dlvr.it,1,21,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1419,domstol.se,1,23,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1420,domstol.se,1,22,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1421,osservatori.net,1,236,4,0,0,0,0,1,1,0,0,2,0,3,12,3,2,0,26,60,148,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1422,d2ag3jdu89hmr4.cloudfront.net,1,98,3,0,0,0,0,1,1,0,0,2,0,2,0,1,0,0,22,61,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
1423,techzone.vmware.com,1,138,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,1,0,98,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1424,bit.ly,1,22,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1425,tinyurl.com,1,27,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1426,creditopfinancefactudigital.com,1,39,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1427,adddownloadfree.netlify.app,1,36,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1428,adddownloadfree.netlify.app,1,35,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1429,itunesradio.com.sg,1,26,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0
1430,tinyurl.com,1,28,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,9,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1431,git.waregrade.ro,1,38,2,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,0,14,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1432,167.86.85.243,1,21,0,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1433,allsolutionsnetwork.com,1,63,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1434,tech.slashdot.org,1,169,6,0,0,0,0,1,1,0,0,2,0,2,0,2,1,0,12,105,38,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1435,bit.ly,1,22,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1436,frameport.com.br,1,24,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
1437,threatpost.com,1,77,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,9,55,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1438,packetstormsecurity.com,1,47,3,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,5,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1439,abuseipdb.com,1,45,2,0,0,0,0,1,1,0,0,5,0,0,0,1,0,0,10,20,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1440,link-pay.zol.co.zw,1,32,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,2,6,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0
1441,tinyurl.com,1,36,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,17,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1442,snowproxy.com,1,26,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1443,tinyurl.com,1,33,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,14,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1444,snowproxy.com,1,25,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1445,kakaotalk.updatestar.com,1,35,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1446,tinyurl.com,1,34,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,15,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1447,gay-fetish-xxx.com,1,50,1,0,0,0,0,1,1,0,0,3,2,0,0,1,0,0,0,20,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0
1448,workerscompensationmaryland.com,1,50,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1449,workerscompensationmaryland.com,1,40,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1450,thecomeback.com,1,79,2,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,57,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1451,smilemagic.com.au,1,30,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1452,bit.ly,1,26,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,12,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
1453,tinyurl.com,1,31,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,13,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
1454,t.myvisualiq.net,1,353,1,0,0,0,0,1,1,0,0,4,0,5,1,20,19,0,75,12,316,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1455,refrigeracaomota.com.br,1,36,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1456,camisa.cc,1,42,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1457,css.32red.com,1,44,2,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,2,24,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1458,amazon10.com,1,20,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1459,observatoriodocinema.uol.com.br,1,98,4,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,6,59,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1460,observatoriodocinema.uol.com.br,1,184,4,0,0,0,0,1,1,0,0,3,0,4,0,3,2,0,6,88,56,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
1461,links.yourhomefeedback.wf.com,1,117,1,0,0,1,0,1,1,0,0,3,0,0,0,7,6,0,14,4,76,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1462,dlvr.it,1,21,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1463,mastersoundindonesia.com,1,32,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1464,css.32red.com,1,45,2,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,24,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1465,mac.rs,1,14,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0
1466,simbachain.com,1,23,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1467,simbachain.com,1,27,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1468,orlandoholdem.net,1,30,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1469,aqua-technic.com,1,34,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,10,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
1470,gopro.com,1,22,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1471,nseventeen.com,1,37,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1472,gothicwiki.pw,1,50,5,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,29,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
1473,roshankotian.com,1,34,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1474,roshankotian.com,1,24,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1475,xtutoec.com,1,20,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1476,xtutoec.com,1,19,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1477,ecomellow.com,1,22,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1478,ecomellow.com,1,21,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1479,nashvillenever.tistory.com,1,36,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1480,odessamissouristorage.com,1,38,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1481,vamara.de,1,79,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,2,59,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
1482,comperaa.com,1,24,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1483,comperaa.com,1,20,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1484,prizegives.com,1,610,5,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,135,121,462,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1485,blog.demo.gitlab.trescommas.top,1,39,0,0,0,1,0,1,1,0,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1486,138381.app:443,1,23,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
1487,138381.app,1,18,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1488,veryceleb.com,1,45,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,25,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
1489,den4b.com,1,415,2,0,0,1,0,1,1,0,0,20,0,0,0,5,4,0,1,11,383,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1490,tr.wizcase.com,1,67,2,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,46,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
1491,wall.tdcoincore.org,1,27,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1492,juweirahotel.com,1,24,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1493,211colorado.org,1,28,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1494,inspiredfitness.co.uk,1,34,0,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1495,cloud-brz.co,1,20,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
