Index,Domain,Have_IP,Have_At,URL_Length,Redirection,https_Domain,TinyURL,Prefix_Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
3811,csrc.nist.gov,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
3812,computerworld.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3813,techbomb.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3814,certification-crazy.net,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3815,windowsgalore.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
3816,techiwarehouse.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3817,searchnetworking.techtarget.com,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3818,pagesbydave.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
3819,rmroberts.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3820,www-03.ibm.com,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3821,cognos-bi.info,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
3822,clickfire.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3823,cll.emory.edu,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
3824,learningforlife.fsu.edu,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
3825,juniper.net,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3826,lilligren.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3827,certcities.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
3828,codeclinic.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3829,accelerated-ideas.com,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0
3830,blacklocustsoftware.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
3831,labmice.techtarget.com,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3832,blogs.technet.com,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3833,mysql.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3834,mysql.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3835,forums.mysql.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3836,novell.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3837,brainbench.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3838,maxwideman.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3839,payscale.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3840,4pm.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
3841,itjobswatch.co.uk,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3842,dummies.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3843,tutorialspoint.com,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3844,certification.about.com,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3845,marketplace.pmi.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3846,headfirstlabs.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3847,unixporting.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3848,zend.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3849,advancedsp.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3850,unitek.com,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3851,computacenter.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3852,austincc.edu,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
3853,ibm.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3854,angelfire.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3855,datacaltraining.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3856,cpe.njit.edu,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
3857,angelfire.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3858,worldwidelearn.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3859,ahi2000.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3860,sourceforge.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3861,sourceforge.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3862,members.iinet.net.au,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
3863,ontko.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3864,homepage3.nifty.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
3865,lemoncube.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3866,6809.org.uk,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3867,sol20.org,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
3868,hp.giesselink.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3869,hp.giesselink.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3870,home.comcast.net,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
3871,thomasokken.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
3872,vik.cc,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3873,freecode.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3874,seasip.info,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3875,home.gci.net,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3876,code.google.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3877,thgsoft.ch,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
3878,lysator.liu.se,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3879,devili.iki.fi,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
3880,ninsei.emuunlim.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3881,borcherds.co.uk,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3882,b-em.bbcmicro.com,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0
3883,knowbody.org.uk,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3884,g7jjf.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3885,marutan.net,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3886,stairwaytohell.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3887,iwriteiam.nl,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
3888,mamerominfo.retrogames.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3889,daftmoo.org.uk,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3890,homepages.paradise.net.nz,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
3891,mkw.me.uk,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3892,computeremuzone.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3893,arabuusimiehet.com,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
3894,angelfire.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3895,sourceforge.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3896,lindqvist.it,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
3897,sourceforge.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3898,xfellow.sourceforge.net,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3899,sourceforge.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3900,viksoe.dk,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3901,home.nordnet.fr,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3902,bannister.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3903,bricerive.free.fr,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3904,seasip.demon.co.uk,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
3905,sourceforge.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3906,cpcalive.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3907,usuarios.multimania.es,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
3908,users.otenet.gr,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
3909,blackcatsystems.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3910,sourceforge.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3911,devernay.free.fr,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3912,code.google.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3913,sourceforge.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3914,developer.berlios.de,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
3915,lazilong.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3916,sourceforge.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3917,lisa.sunder.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3918,euronet.nl,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
3919,archives.cnn.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3920,hampa.ch,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
3921,hem.passagen.se,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3922,forums.delphiforums.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3923,sourceforge.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3924,exophase.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3925,euronet.nl,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
3926,patpend.net,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3927,github.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3928,oreilly.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3929,richardgoodwin.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3930,db.tidbits.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
3931,xs4all.nl,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
3932,namedfork.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3933,bannister.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3934,atariarea.krap.pl,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
3935,sourceforge.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3936,virtualdub.org,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3937,sourceforge.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3938,sourceforge.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3939,users.skynet.be,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
3940,leonard.oxg.free.fr,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3941,amidog.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3942,infinite-loop.at,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
3943,zimmers.net,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3944,gp2x.org,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3945,sourceforge.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3946,codeazur.com.br,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
3947,javalemmings.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3948,sourceforge.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3949,wwwhome.cs.utwente.nl,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
3950,dcs.warwick.ac.uk,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
3951,sourceforge.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3952,bioeddie.co.uk,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3953,members.optushome.com.au,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
3954,piercefuller.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3955,hansen-family.com,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0
3956,tech.groups.yahoo.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3957,tommysprinkle.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3958,timpinkawa.net,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
3959,tech.groups.yahoo.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3960,bsp-gmbh.com,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0
3961,linuxvm.org,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3962,mvs380.sourceforge.net,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3963,en.wikipedia.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3964,tech.groups.yahoo.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3965,tech.groups.yahoo.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3966,tech.groups.yahoo.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3967,8mm.com.au,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
3968,bsp-gmbh.com,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0
3969,linuxvm.org,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3970,ollydbg.de,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
3971,tk3.limewebs.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
3972,tk3.limewebs.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3973,faqs.org,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3974,uruk.org,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3975,savannah.nongnu.org,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3976,bablokb.de,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
3977,diku.dk,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3978,usenix.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3979,complang.tuwien.ac.at,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
3980,psyon.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3981,psyon.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3982,computerworld.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3983,hampa.ch,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
3984,tommowalker.co.uk,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3985,sourceforge.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3986,oldskool.org,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3987,faqs.org,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3988,progsoc.uts.edu.au,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
3989,sourceforge.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3990,people.redhat.com,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
3991,ota.be,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
3992,microsoft.com,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3993,blogs.msdn.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
3994,sourceforge.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3995,h7.dion.ne.jp,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
3996,honeypots.sourceforge.net,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
3997,seifried.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3998,cs.ucr.edu,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
3999,linuxplanet.com,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0
4000,vmware0.tripod.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
4001,robbastiaansen.nl,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
4002,monkey.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4003,linuxgazette.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4004,osnews.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4005,networkworld.com,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4006,littlewhitedog.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4007,news.cnet.com,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4008,itworld.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4009,eweek.com,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4010,eweek.com,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4011,jupiter-ace.co.uk,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4012,business.u-net.com,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0
4013,fms.komkon.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4014,home.kabelfoon.nl,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
4015,jcec.co.uk,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4016,komkon.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4017,icongames.com.br,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
4018,nocash.emubase.de,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
4019,salle.url.edu,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
4020,freespace.virgin.net,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4021,bannister.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4022,freshmeat.net,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4023,math.uni-magdeburg.de,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
4024,sourceforge.jp,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
4025,web.inter.nl.net,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4026,kilgus.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4027,bannister.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4028,keprt.cz,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4029,vavasour.ca,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4030,freestuff.grok.co.uk,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
4031,nocash.emubase.de,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
4032,svgalib.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4033,ugr.es,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4034,guybrush.demon.co.uk,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
4035,ciunga.it,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
4036,worldofspectrum.org,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
4037,guybrush.demon.co.uk,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
4038,emulatronia.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4039,emuunlim.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4040,fly.cc.fer.hr,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
4041,joekelleher.tripod.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
4042,homepage.ntlworld.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
4043,rastersoft.com,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4044,sourceforge.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4045,sourceforge.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4046,newton.sunderland.ac.uk,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
4047,gumbley.me.uk,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4048,lasernet.plus.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4049,cryptacet.com,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4050,fms.komkon.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4051,kolmck.net,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4052,k1.dyndns.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
4053,bannister.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4054,homepage.ntlworld.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
4055,k1.dyndns.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
4056,k1.dyndns.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
4057,detstwo.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4058,home.student.uu.se,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
4059,oldskool.org,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4060,tim-mann.org,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
4061,sourceforge.net,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4062,vavasour.ca,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4063,bannister.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4064,bannister.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4065,mrousseau.org,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4066,floodgap.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4067,members.ziggo.nl,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
4068,shawweb.myzen.co.uk,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4069,info.fundp.ac.be,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
4070,southernct.edu,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
4071,vlib.us,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4072,ieee.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4073,icie.zkm.de,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
4074,nd.edu,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4075,nd.edu,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4076,web.cs.bgsu.edu,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
4077,ccsr.cse.dmu.ac.uk,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
4078,ccsr.cse.dmu.ac.uk,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
4079,arjaybooks.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4080,inl.gov,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
4081,stanford.library.usyd.edu.au,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
4082,bbbonline.org,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
4083,ewh.ieee.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4084,cpsr.org,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4085,isaca.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4086,acm.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4087,sans.org,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4088,ccsr.cse.dmu.ac.uk,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
4089,unipv.it,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
4090,ccsr.cse.dmu.ac.uk,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
4091,ccsr.cse.dmu.ac.uk,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
4092,ccsr.cse.dmu.ac.uk,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
4093,groups.csail.mit.edu,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4094,nytimes.com,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4095,ethicsweb.ca,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4096,jegsworks.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4097,ou.edu,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4098,vikranthase.tripod.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
4099,data-recovery-information.com,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0
4100,en.wikipedia.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4101,dotconquer.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
4102,sumrallworks.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4103,webreference.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4104,raph.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
4105,asktheheadhunter.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4106,edb.utexas.edu,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4107,uat.edu,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
4108,organicpixels.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4109,digitalphil.tripod.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
4110,edwardtufte.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4111,origininc.tripod.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
4112,billybear4kids.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
4113,inki.com,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4114,jach.hawaii.edu,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
4115,artist4hire.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4116,jsmagic.net,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4117,thekidzpage.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4118,greennature.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4119,southernfood.about.com,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4120,trshmn4.tripod.com,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
4121,jroy.net,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4122,formosa-translation.com,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0
4123,web.uvic.ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4124,ecardtricks.com,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4125,dewittindustries.com,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0
4126,internetclipart.com,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
