,Subdomain_Level,Url_Length,Have_At_Sign,Have_Tilde_Symbol,No_Https,Having_IP,Domain_In_Subdomains,Domain_In_Paths,Http_In_Hostname,Double_Slash_In_Path,Num_Dots,Num_Dashes_In_Hostname,Num_Underscore,Num_Percent,Num_Query_Components,Num_Ampersand,Num_Hash,Num_Numeric_Chars,Path_Length,Query_Length,Num_Sensitive_Words,Ext_Favicon,Redirection,Tiny_URL,Prefix_Suffix,DNS,Domain_Age,Domain_End,Rank_Host,Rank_Country,Iframe,Mouse_Over,Right_Click,Forwarding
12143,1,24,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5591,1,27,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1665,1,23,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
8577,1,34,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
12477,1,88,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,23,60,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
6400,1,38,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
4839,1,42,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,5,24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7616,1,36,0,0,0,0,1,1,0,0,5,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
9942,1,32,0,0,1,0,0,1,0,0,2,1,0,0,1,0,0,0,7,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
9475,1,49,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,2,19,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
313,1,35,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
11581,1,77,0,0,0,0,1,1,0,0,5,2,0,0,1,0,0,19,9,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
1615,1,21,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10298,1,45,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
12138,1,111,0,0,0,0,1,1,0,0,2,0,2,0,1,0,0,7,76,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5934,1,459,0,0,0,0,1,1,0,0,2,0,13,0,2,1,0,124,107,330,0,0,0,0,0,0,0,1,1,1,0,0,0,0
10305,1,45,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
2633,1,22,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
688,1,40,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
13290,1,40,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0
1360,1,69,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,21,41,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5523,1,137,0,0,0,0,1,1,0,0,2,0,2,0,5,4,0,11,76,37,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2795,1,73,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,3,43,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1099,1,68,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,1,24,19,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3134,1,42,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,0,14,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4667,1,61,0,0,0,0,1,1,0,0,6,0,0,0,1,0,0,11,34,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
8467,1,44,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5702,1,175,0,0,0,0,1,1,0,0,3,0,4,0,4,3,0,0,56,96,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1766,1,41,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
5172,1,43,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,6,24,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
7957,1,25,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
1621,1,25,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
811,1,63,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,16,34,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
3076,1,67,0,0,0,0,1,1,0,0,3,0,0,0,1,0,1,0,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12584,1,45,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4,11,17,0,0,0,0,0,0,0,1,1,1,0,0,0,0
13264,1,36,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
11446,1,35,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0
10239,1,37,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7492,1,89,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10959,1,57,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,13,19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3322,1,123,0,0,0,0,1,1,0,0,2,0,6,0,1,0,0,3,75,26,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7770,1,20,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
6323,1,39,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12478,1,90,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,22,62,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
13680,1,105,0,0,0,0,1,1,0,0,5,0,0,1,2,1,0,8,53,13,0,0,0,1,0,1,1,1,1,1,0,0,0,0
8008,1,47,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
11934,1,33,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
847,1,29,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
5973,1,30,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1873,1,27,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
12428,1,56,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,1,59,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,21,42,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3089,1,23,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
6455,1,38,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
12689,1,37,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,17,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
8730,1,46,0,0,1,0,1,1,0,0,2,1,0,1,1,0,0,2,20,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
1605,1,27,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6168,1,30,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
3013,1,256,0,0,1,0,1,1,0,0,5,0,11,0,3,2,0,58,97,126,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3248,1,55,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,11,29,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5295,1,32,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
11897,1,31,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6118,1,728,0,1,0,0,1,1,0,0,4,0,7,38,1,0,0,198,115,586,2,0,0,1,0,0,0,1,1,1,0,0,0,1
5744,1,22,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5081,1,42,0,0,0,0,1,1,0,0,2,0,0,0,1,0,1,0,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11840,1,31,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
140,1,72,0,0,0,0,1,1,0,0,2,0,0,0,2,1,0,28,1,46,0,0,0,0,0,0,1,1,1,1,0,0,0,0
8602,1,38,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,15,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10496,1,33,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2531,1,32,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
13201,1,34,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5301,1,46,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,28,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2262,1,23,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
455,1,21,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
11242,1,244,0,0,0,0,1,1,0,0,2,0,2,0,1,0,0,25,215,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2278,1,81,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,6,46,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0
7137,1,43,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
8051,1,25,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5255,1,26,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6474,1,38,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
4902,1,45,0,0,0,0,1,1,0,0,3,0,1,0,1,0,0,0,14,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8497,1,35,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
10714,1,110,1,0,0,0,0,1,0,0,6,0,2,0,3,2,0,22,9,86,0,0,1,0,0,0,0,0,1,1,0,0,0,0
4949,1,38,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11520,1,26,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11096,1,53,1,0,1,1,0,0,0,0,4,0,0,0,1,0,0,11,32,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
7824,1,43,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
8200,1,32,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
7555,1,27,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6941,1,31,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10945,1,57,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,4,14,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6235,1,86,0,0,1,0,0,1,0,0,2,0,0,0,4,3,0,26,21,40,0,0,0,0,0,0,0,1,1,1,0,0,0,0
11174,1,28,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10760,1,38,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
9338,1,25,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2768,1,39,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5601,1,31,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
2144,1,24,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
11932,1,65,1,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,22,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5745,1,139,0,0,0,0,1,1,0,0,4,0,0,0,4,3,0,19,4,112,0,0,1,0,0,0,0,0,1,1,0,0,0,0
3548,1,82,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,3,52,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11227,1,21,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
13172,1,99,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,6,76,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6436,1,38,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
13796,1,105,0,0,0,0,1,1,0,0,5,0,0,1,2,1,0,5,53,13,0,0,0,1,0,1,1,1,1,1,0,0,0,0
570,1,259,0,0,0,0,1,1,0,0,2,0,5,2,4,3,0,19,59,178,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11149,1,34,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2197,1,175,0,0,0,0,0,1,0,0,1,0,0,0,11,10,0,61,35,112,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4448,1,637,0,0,0,0,1,1,0,0,5,0,9,9,12,11,0,214,54,546,1,0,1,0,0,0,1,1,1,1,0,0,0,0
10300,1,45,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
6756,1,35,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1981,1,48,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11661,1,28,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
8473,1,22,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
13081,1,94,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,3,39,29,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5473,1,28,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8608,1,41,0,0,0,0,1,1,0,0,2,0,0,0,2,1,0,1,1,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12183,1,31,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
5621,1,22,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3029,1,29,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10839,1,28,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4,11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4980,1,1006,0,0,0,0,1,1,0,0,2,0,1,0,4,3,0,224,9,972,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12544,1,53,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,1,23,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
3327,1,47,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,22,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
10385,1,68,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9675,1,32,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11965,1,82,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,31,45,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
7903,1,33,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
5528,1,113,0,1,1,0,1,1,0,0,2,0,0,0,1,0,0,5,19,74,0,0,0,0,0,0,0,1,1,1,0,0,0,0
4254,1,34,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,1,10,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
6176,1,24,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,6,12,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
7479,1,30,0,0,1,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
6793,1,35,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
13122,1,113,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,3,76,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2184,1,175,0,0,0,0,0,1,0,0,1,0,0,0,11,10,0,61,35,112,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4479,1,643,0,0,0,0,1,1,0,0,7,0,0,10,3,2,0,95,4,608,1,0,1,1,0,0,0,1,1,1,0,0,0,0
6553,1,37,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
1243,1,23,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5263,1,38,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,21,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
8309,1,27,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5541,1,466,0,0,0,0,1,1,0,0,4,0,16,20,4,3,0,96,4,439,0,0,1,0,0,0,0,0,1,1,0,0,0,0
8911,1,27,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
13889,1,44,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,0,15,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2930,1,26,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
14027,1,22,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
7728,1,50,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
982,1,98,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,7,69,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2807,1,32,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12113,1,54,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,24,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
13493,1,65,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11792,1,50,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,18,30,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11431,1,23,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12599,1,48,0,0,1,0,1,1,0,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
5537,1,134,0,0,0,0,1,1,0,0,4,0,1,0,4,3,0,20,4,107,0,0,1,0,0,0,0,0,1,1,0,0,0,0
10636,1,32,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10430,1,40,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
1730,1,57,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,31,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
12425,1,56,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,17,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6358,1,64,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,38,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
8712,1,35,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
10999,1,88,0,0,1,0,1,1,0,0,3,1,0,0,2,1,0,22,1,42,0,0,0,0,1,0,1,1,1,1,0,0,0,0
8299,1,38,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7894,1,34,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
4243,1,26,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2035,1,22,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
5284,1,26,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6872,1,36,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
11141,1,40,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11913,1,26,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12942,1,42,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,11,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
10643,1,33,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9282,1,40,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,2,18,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
13406,1,35,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
189,1,55,0,0,0,0,0,1,0,0,2,0,2,0,1,0,0,7,17,16,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1508,1,21,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
8055,1,31,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
569,1,826,0,0,1,0,1,1,0,0,2,0,1,0,1,0,0,146,9,793,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11447,1,22,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
9238,1,244,0,0,1,0,0,1,0,0,14,0,0,0,11,12,1,74,27,174,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2296,1,376,0,0,0,0,1,1,0,0,8,0,10,3,8,7,0,71,53,287,2,0,1,1,0,0,0,1,1,1,0,0,0,0
1721,1,22,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
9216,1,31,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9389,1,40,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
1758,1,31,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
13387,1,30,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,4,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
4086,1,25,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9872,1,101,1,0,0,0,0,1,0,0,6,0,2,0,3,2,0,18,9,77,0,0,1,0,0,0,0,0,1,1,0,0,0,0
6540,1,37,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
6528,1,37,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
10173,1,41,0,0,1,0,1,1,0,0,2,1,0,0,1,0,0,7,1,3,0,0,0,0,1,0,1,1,1,1,0,0,0,0
12169,1,70,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,35,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2770,1,180,0,0,0,0,1,1,0,0,2,0,5,0,5,4,0,21,45,111,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3559,1,70,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,10,49,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
