,Domain_Length,Subdomain_Level,Have_At_Sign,Have_Tilde_Symbol,No_Https,Having_IP,Domain_In_Subdomains,Domain_In_Paths,Http_In_Hostname,Double_Slash_In_Path,Num_Dots,Num_Dashes_In_Hostname,Num_Underscore,Num_Percent,Num_Query_Components,Num_Ampersand,Num_Hash,Num_Numeric_Chars,Num_Sensitive_Words,Ext_Favicon,Redirection,Tiny_URL,Prefix_Suffix,DNS,Domain_Age,Domain_End,Rank_Host,Rank_Country,Iframe,Mouse_Over,Right_Click,Forwarding
4450,18,1,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
7335,31,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
10096,32,1,0,0,1,0,0,1,0,0,2,2,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1
3961,29,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7990,42,1,0,0,0,0,1,1,0,0,2,4,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0
3312,17,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
11735,15,1,0,0,1,0,0,1,0,0,1,1,0,0,2,1,0,44,0,0,0,0,1,0,0,0,1,1,0,0,0,0
8085,10,1,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
4188,14,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,101,1,0,0,1,0,0,0,0,1,1,0,0,0,0
910,12,1,0,0,0,0,1,1,0,0,7,0,0,0,6,5,0,17,0,0,1,0,0,0,1,1,1,1,0,0,0,0
8960,32,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
10920,20,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
10330,39,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10465,43,1,0,0,0,0,1,1,0,0,3,2,0,0,1,0,0,4,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5794,22,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8303,16,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,5,0,0,0,0,1,0,0,1,1,1,0,0,0,0
1702,18,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3936,13,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1853,18,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6186,34,1,0,0,0,0,1,1,0,0,3,0,1,12,1,0,0,47,0,0,0,1,0,0,0,0,1,1,1,1,1,1
1427,27,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8988,22,1,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7133,31,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1
8028,20,1,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
6445,25,1,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
182,7,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
950,18,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
5847,16,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
11208,13,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
9273,21,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9837,29,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
732,24,1,0,0,0,0,1,1,0,0,2,1,0,0,2,1,0,24,0,0,0,0,1,0,0,0,1,1,0,0,0,0
3446,12,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4544,10,1,0,0,1,0,0,1,0,0,2,0,0,2,2,1,0,4,0,0,0,0,0,0,1,1,1,1,1,1,1,1
5307,11,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
4772,20,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
3888,12,1,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
11334,15,1,0,0,1,0,1,1,0,0,4,0,0,0,1,0,0,12,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6934,11,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
589,12,1,0,0,0,0,1,1,0,0,7,0,0,0,6,5,0,17,0,0,1,0,0,0,1,1,1,1,0,0,0,0
6456,25,1,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
9437,11,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7389,19,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
5672,12,1,0,0,0,0,1,1,0,0,2,0,0,0,2,1,0,25,0,0,0,0,0,0,1,1,1,1,0,0,0,0
11265,17,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3205,15,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6535,24,1,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
10113,18,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2044,12,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3904,15,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12633,37,1,0,0,0,0,1,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
8816,18,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
12172,17,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1665,14,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3745,5,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6440,25,1,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
11798,23,1,0,0,0,0,1,1,0,0,3,0,1,0,4,3,0,10,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4470,9,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3262,14,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
13036,10,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
11828,15,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
269,16,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
3008,8,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,18,0,0,0,0,0,0,1,1,1,1,0,0,0,0
1361,14,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
5784,10,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5041,22,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,27,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3081,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
12601,16,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11318,19,1,0,0,0,0,1,1,0,0,3,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7016,26,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1
6457,25,1,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
11087,16,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8671,17,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4401,14,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1405,14,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2417,18,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1194,13,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
6703,18,1,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,8,0,0,0,0,1,0,0,0,1,1,0,0,0,0
150,12,1,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,9,0,0,0,0,0,0,1,1,1,1,1,1,1,1
9264,27,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8987,15,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4914,10,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3537,17,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7467,43,1,0,0,0,0,1,1,0,0,3,4,0,0,1,0,0,2,1,0,0,0,1,0,0,0,1,1,1,1,1,1
12567,24,1,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12138,15,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
3508,24,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11432,22,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4092,9,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
459,15,1,0,0,1,1,0,0,0,0,4,0,0,0,2,1,0,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2216,18,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
10173,28,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0
6318,20,1,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12513,26,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2633,7,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
625,11,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12925,24,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8340,44,1,0,0,0,0,1,1,0,0,2,4,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
3086,14,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9572,25,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0
5789,22,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
1761,18,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
1743,14,1,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,1,1,1,1,1,1
5463,15,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12258,15,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,53,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12611,20,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
11289,12,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0
9640,4,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
8185,28,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
10815,9,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2120,13,1,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,10,0,0,0,0,0,0,1,1,1,1,0,0,0,0
1305,9,1,0,0,0,0,1,1,0,0,2,0,3,0,1,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0
5921,19,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2051,13,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
10151,9,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0
1813,12,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8949,35,1,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
3743,5,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0
4739,14,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2246,25,1,0,0,0,0,1,1,0,0,3,2,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0
3480,24,1,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,41,0,0,0,0,1,0,0,1,1,1,0,0,0,1
6834,19,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1
4062,27,1,0,0,1,0,1,1,0,0,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
9337,26,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
8090,29,1,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
1488,13,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
7797,30,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
6170,12,1,0,0,1,0,1,1,0,0,3,0,3,0,1,1,0,33,0,0,0,0,0,0,1,1,1,1,0,0,0,0
12075,14,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
1155,14,1,0,0,1,1,0,0,0,0,3,0,1,0,1,0,0,11,0,0,0,0,0,0,1,1,1,1,1,1,1,1
4613,9,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
9733,6,1,1,0,0,0,0,1,0,0,6,0,2,0,3,2,0,18,0,0,1,0,0,0,0,0,1,1,0,0,0,0
11558,19,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11459,15,1,1,0,1,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
11109,28,1,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
7547,28,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2092,8,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1
12188,15,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2308,18,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11572,17,1,0,0,0,0,1,1,0,0,4,0,1,0,1,0,0,109,0,0,1,0,0,0,0,0,1,1,0,0,0,1
2194,19,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6600,76,1,0,0,1,0,1,1,1,0,5,2,0,0,1,0,0,27,0,0,0,0,1,0,0,0,1,1,1,1,1,1
9378,21,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
6051,12,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
7131,32,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
1899,23,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4294,14,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,53,1,0,0,0,0,0,0,0,1,1,0,0,0,0
3063,19,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0
131,17,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5484,16,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,18,0,0,0,0,0,0,0,0,1,1,0,0,0,0
68,14,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10037,29,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7408,34,1,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,21,2,0,0,0,1,0,1,1,1,1,1,1,1,1
12609,35,1,0,0,0,0,1,1,0,0,3,0,1,0,1,0,0,8,0,0,0,1,0,1,1,1,1,1,0,0,0,0
6364,10,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
8940,18,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
3712,5,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6919,28,1,0,0,0,0,1,1,0,0,3,4,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,1,1,1,1,1
55,14,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
7468,20,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
3134,20,1,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
12878,18,1,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
4180,11,1,0,0,0,0,1,1,0,0,2,0,11,0,4,3,0,40,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10032,19,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
6869,22,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
6754,22,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
6712,17,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1
8745,9,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
11669,19,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
7318,73,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,9,1,0,0,0,1,0,0,1,1,1,0,0,0,0
7907,23,1,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,20,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8038,27,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,21,0,0,0,0,0,0,1,1,1,1,1,1,1,1
7634,80,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,1,1,1,1,1,1
5537,10,1,0,0,0,0,1,1,0,0,4,0,1,0,4,3,0,20,0,0,1,0,0,0,0,0,1,1,0,0,0,0
10557,17,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7787,27,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
11218,15,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10852,29,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,6,0,0,0,1,0,0,0,1,1,1,0,0,0,0
10410,22,1,0,0,1,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5867,14,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10277,21,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11417,37,1,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0
4032,32,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
5067,18,1,0,0,1,0,1,1,0,0,4,0,1,4,5,4,0,27,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1350,10,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
7399,14,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
10014,18,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6304,23,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4542,10,1,0,0,1,0,0,1,0,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1
425,16,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
12364,35,1,0,0,1,0,1,1,0,0,3,0,1,0,1,0,0,28,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10447,21,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1741,14,1,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,11,0,0,0,0,0,0,1,0,1,1,1,1,1,1
7734,41,1,0,0,0,0,1,1,0,0,4,3,0,0,1,0,0,10,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5579,14,1,0,0,1,0,1,1,0,0,6,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12551,29,1,0,0,1,0,1,1,0,0,3,0,1,0,1,0,0,28,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8847,18,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1
10862,15,1,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4159,6,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
8346,22,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
3871,13,1,0,0,0,0,1,1,0,0,2,0,1,0,2,1,0,8,0,0,0,0,0,0,0,0,1,1,1,1,1,1
755,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
11629,23,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11458,15,1,1,0,1,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
10443,25,1,0,0,0,0,1,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
