,Have_IP,Have_At,URL_Length,Redirection,https_Domain,TinyURL,Prefix_Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards
20345,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
22317,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
26026,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
3892,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33056,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
15364,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
40617,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
29813,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15788,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
9010,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
14637,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
10864,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17647,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
22854,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37167,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
26561,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
17089,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
30390,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28336,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
16045,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
34884,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
22113,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
29063,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12544,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1259,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
11889,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15211,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
35509,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
1358,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
23493,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
35305,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
24957,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
18358,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38844,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
19994,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
34956,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
17096,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
33150,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
5935,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
29984,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
2601,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
26190,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17331,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
13071,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
22772,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22954,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
24511,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
21702,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
7111,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
34681,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37007,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
12274,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32925,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
30658,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39164,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
20001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2891,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
666,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
22217,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2380,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
37316,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
13316,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
33598,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
39354,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
23221,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
6608,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
5522,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
21645,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
12246,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
29204,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
35662,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
32329,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
2538,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
17195,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
16767,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12581,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
31381,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
21857,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
16120,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
33531,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
31333,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
19440,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
35049,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
18448,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
23305,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2542,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
40667,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1
32926,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
6132,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
40076,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
9043,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30550,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17567,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31560,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
6123,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
29789,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3432,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27612,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
38240,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
4462,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
13413,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
23840,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
29072,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
29245,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
11984,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
91,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
247,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
8543,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8632,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12164,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
18485,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
19344,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34834,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
24983,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
25520,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
7505,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12872,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
35787,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
23532,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
6898,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20803,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
11083,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
13866,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
12351,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
24227,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
10315,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
8552,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5407,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
15323,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
34087,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
27680,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
29187,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
29294,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
31879,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12465,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
17123,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
17423,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
29937,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34632,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1
14264,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
33074,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
9367,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
29564,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
6289,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4624,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3916,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30138,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28958,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8231,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
37815,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
31488,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
30187,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34988,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
38169,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
15852,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35709,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
18367,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
33145,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1
32116,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
26881,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1070,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33164,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
28613,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
32050,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
30776,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
10037,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
30038,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21698,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
35452,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
23320,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33977,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
36415,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
11440,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2210,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
32704,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1
18334,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
27962,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
32695,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14451,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
19869,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27333,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
755,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
36427,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
39143,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
29067,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
7015,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
32162,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
7945,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
22653,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4486,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
34671,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1
29374,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
4428,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4730,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19139,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
36297,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
3479,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
203,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
13967,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40745,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
23047,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
24496,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
3117,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
9394,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
27068,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
34092,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
38704,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
40820,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
22272,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
37466,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1628,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
21710,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
11950,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
27457,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26482,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
40567,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
22025,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
22878,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
17349,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
22640,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
25546,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
21343,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1
33813,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
9126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17553,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
16446,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
10031,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10324,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
7731,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
16548,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
25110,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
182,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38855,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
2315,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35701,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17429,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
18588,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
20518,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15408,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
11245,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17549,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34628,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
7808,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26993,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
30571,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9080,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35720,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
16302,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
33262,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
35596,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
40140,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
19889,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
8700,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
592,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
12357,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10573,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
22898,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
18026,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
29225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31218,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
25313,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
4148,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
26061,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
10171,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18641,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
16645,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5256,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
18215,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
33817,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
4684,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
25281,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
12786,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1187,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
38976,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34335,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
22841,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
7611,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
32699,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
19595,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28952,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
7047,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
4026,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23500,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1
9535,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13541,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21730,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
15359,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
33034,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
1184,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
25086,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
17992,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1730,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39188,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
6631,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
14134,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
14647,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
12077,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
21708,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
9083,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40907,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
35564,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
20479,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
27057,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
11563,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1471,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
21469,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
9876,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4299,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
2375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6595,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
33216,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
25218,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
16321,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4891,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31099,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
3712,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
11995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
32152,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
15028,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
19642,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38722,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
18302,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
17547,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
7635,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
20448,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37175,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
24693,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
36458,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
33861,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
25838,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
8456,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18340,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
14212,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
32311,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
10286,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
29881,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24854,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
22686,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
13073,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
24851,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
5285,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
13382,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
19829,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
4038,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
28837,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
4561,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
13640,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
15243,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
35361,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
2495,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
32434,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
27809,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1
11733,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
13847,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33628,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
8328,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37899,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39079,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
6533,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
7471,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
29305,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21258,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1
5218,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1137,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
27562,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
12520,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
23839,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
40579,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
4586,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
36721,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3513,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
23969,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9836,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5878,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36123,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
19577,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7380,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
8601,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21196,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
30865,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
15414,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
29571,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2086,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
34446,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28707,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
3540,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
24346,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
19835,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23687,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29473,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25424,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
2724,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4157,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
14979,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
17251,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
34128,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
5848,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35225,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
19645,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
991,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
38014,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
18798,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
13738,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
35418,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
31327,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38443,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
25916,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
38737,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1
12732,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2801,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
33209,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24292,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
14610,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
