,Have_IP,Have_At,URL_Length,Redirection,https_Domain,TinyURL,Prefix_Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards
34366,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
27387,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
16652,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
3399,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20400,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26786,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
33409,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
29723,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34497,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
37363,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1
34970,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
25924,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
22478,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
40298,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
10749,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
27269,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
28731,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22078,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
13678,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22286,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39158,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
25258,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
19171,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
8803,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39910,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
39348,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
28382,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
24950,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
26974,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
33101,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
26394,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
10387,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2708,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9736,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17130,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1563,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
39835,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
8810,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19355,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31653,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
18514,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10368,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15187,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
35827,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
39274,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
11677,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
37398,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
4870,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
342,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19959,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
35498,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
7042,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21454,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1391,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24444,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0
25699,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
36488,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
11910,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
31216,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
16534,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
33626,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
1201,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
5402,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
35949,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
40035,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
1821,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
34991,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18179,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
36009,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
4219,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
22648,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37202,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
32163,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
32976,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
13831,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6382,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
36687,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25039,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
36418,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21843,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
22815,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
11136,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
38357,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
2107,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34271,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
21673,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1
7925,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24169,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
32237,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
13871,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
27780,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
31410,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
2068,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
17963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20368,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35552,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
36496,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
20326,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
18808,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
30171,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4261,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
261,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
27331,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
6784,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
19926,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31800,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
32947,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
875,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
34227,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
26697,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6406,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
39103,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
26800,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
17551,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
7648,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
30359,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12356,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22213,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
28997,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
25286,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
37037,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
3172,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17133,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24203,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
29713,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36224,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
39457,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1017,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33695,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
23135,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
17132,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
22588,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1
33950,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
27341,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8724,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18674,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
40183,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
6673,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29414,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
30842,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1229,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6231,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13217,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16554,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
30557,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40920,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
29975,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15105,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
33742,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
33180,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
18531,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36382,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
18789,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
14864,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13516,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
987,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
10877,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37117,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
35178,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
37972,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
1971,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12696,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
12433,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
9393,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
11751,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
37735,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1
9599,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
586,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
34333,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37860,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
5262,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
13987,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
24070,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
28893,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17463,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30541,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10804,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33287,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
18269,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
4995,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
29921,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18836,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
18961,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34419,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
35933,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
33315,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
36164,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1087,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
31351,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
6036,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12334,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
34761,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
8355,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31086,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20402,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
11890,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
5209,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
2536,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
11265,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1007,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34010,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
40282,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
2552,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
31828,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
35503,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
21140,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
29728,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2630,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13952,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
37697,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
30801,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
7299,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35866,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
18932,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
23885,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
33892,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
40386,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
35698,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37070,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
33060,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
13161,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
27143,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
26253,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
4577,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
29343,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
25172,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
34695,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
889,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
33786,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
25287,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25835,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
18819,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
33306,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
23850,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
39876,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
18232,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
32473,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
985,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30273,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1577,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
17939,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17807,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23903,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1609,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
8019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24994,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
22141,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
15926,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
34623,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
37273,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
7750,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26114,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
38381,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
6234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
149,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
26906,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
31675,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
995,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
40557,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1
26375,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
2494,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20914,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37718,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
35728,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
22811,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
25419,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
24128,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
23140,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
28994,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
22242,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
19373,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
26787,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
2393,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5561,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
6116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7733,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30833,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26094,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12888,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
34845,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
34439,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20251,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
16289,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
39439,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
28194,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18177,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
21953,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
31926,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
10575,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
254,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
19630,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34686,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
24622,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
822,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38213,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
8655,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15469,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31148,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
136,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
21277,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
24773,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
6201,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
28040,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
6250,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
29089,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
31463,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
2281,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
866,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
30619,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39752,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
30477,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4885,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15264,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
35338,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
14941,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4182,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3864,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
38465,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
40394,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1
31908,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
27196,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
9657,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
37824,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
19332,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
14990,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
13658,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14785,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
15640,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
36213,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
36841,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
7227,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
16163,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27190,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
13222,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
3285,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
35735,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
25007,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1
29046,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
32117,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1
36432,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
17007,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1165,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
30597,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6402,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22568,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
14907,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
6832,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
13617,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
756,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
20490,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
37152,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
31445,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
35406,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1
38168,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
8972,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1918,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
5770,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13459,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
1493,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
16157,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
6714,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
34951,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
19852,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31716,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
11779,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
31980,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
17118,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
2263,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
29251,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1
10090,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
36420,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
35967,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1
5390,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20717,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
39973,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8580,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29092,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
12718,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
19834,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
12867,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
4909,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8802,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25008,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
2352,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
574,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
16509,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
16187,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9937,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
8973,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21191,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
4212,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
4105,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37544,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
26462,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
38886,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
37712,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
30949,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
9829,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31679,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1
23705,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
38371,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1
10003,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39861,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
22027,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
3668,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27875,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
37162,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
27668,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
4493,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
36278,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1123,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3307,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14874,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26398,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
40144,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19593,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
