,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix_Suffix,DNS_Record,Web_Traffic,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards
2105,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
736,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1
3941,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0
7970,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
1893,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
6978,0,0,1,3,0,0,0,0,1,1,1,1,1,0,1,0
3637,0,0,1,5,0,0,1,0,0,1,1,1,1,1,1,1
5268,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0
8393,0,0,1,8,0,0,0,0,0,1,0,0,1,0,1,0
8777,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
1025,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1
3233,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,1
4137,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0
573,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0
614,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
5452,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0
3792,0,0,1,2,0,0,0,0,0,1,0,1,1,1,1,1
1469,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0
6457,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0
1516,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
1568,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0
7612,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1
5934,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
7283,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
8593,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0
2208,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
8515,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1
115,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1
6658,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
8774,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0
4557,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
222,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0
5136,0,1,1,2,0,0,1,0,0,1,1,1,1,0,1,0
8441,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1
8011,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
9653,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0
3274,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0
9569,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0
4677,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1
6892,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
9606,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
4828,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
4461,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,1
1437,0,0,1,8,0,0,0,0,0,1,0,0,0,0,1,0
6142,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
8458,0,0,1,5,0,0,0,1,0,1,0,0,0,0,1,0
3564,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
932,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
3310,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
6245,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0
7173,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0
8933,0,0,1,2,0,0,0,1,0,1,0,1,1,1,1,1
9953,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
5860,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
894,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
4849,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
8199,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
7460,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0
7479,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
5850,0,0,1,4,0,0,0,1,0,1,1,1,0,0,1,0
9092,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1
5355,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0
4827,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
1372,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
2020,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
661,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
6358,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
9890,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
5754,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0
9787,0,1,1,2,0,0,0,0,0,1,0,1,0,0,1,0
7735,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0
4904,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0
7294,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
2582,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
1034,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
2900,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0
2196,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,1
1885,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,1
9242,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
237,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0
3765,0,0,1,4,0,0,1,0,0,1,1,1,0,0,1,0
895,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
9091,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0
9908,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0
9268,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
5248,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
4252,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0
8057,0,0,1,3,0,0,1,0,0,1,0,0,0,0,1,0
4921,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
347,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
8143,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
4555,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
159,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
5938,0,0,1,5,0,0,0,0,0,1,0,1,1,1,1,1
8294,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
7898,0,0,1,7,0,0,0,0,0,1,0,1,0,0,1,0
8637,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2989,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
4929,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
2297,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0
6470,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
5918,0,0,1,6,0,0,0,1,0,1,0,1,0,0,1,0
1107,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,1
5928,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0
7673,0,0,1,4,0,0,0,0,0,1,1,0,0,0,1,0
8883,0,1,1,6,0,0,0,0,0,0,0,0,0,0,1,0
3179,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,1
4088,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
9652,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
78,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0
6324,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0
2664,0,0,1,7,1,0,0,0,0,1,0,1,0,0,1,0
1119,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
4094,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
3238,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0
73,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0
3982,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0
9724,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
8523,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
8134,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0
4262,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
1980,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1
9401,0,0,1,8,0,0,0,0,0,1,1,1,0,0,1,0
1713,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
9568,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
5398,0,0,0,4,0,0,1,0,0,1,0,1,0,0,1,0
5289,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
3105,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
2213,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
7366,0,1,1,4,0,0,0,1,0,1,1,1,0,0,1,0
4506,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
2346,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
4093,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
3409,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0
6793,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,1
1166,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
4811,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
5981,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
332,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0
4465,0,0,1,5,0,0,0,0,1,1,1,1,1,1,1,1
2072,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
3175,0,0,1,7,0,0,0,0,0,1,1,1,0,0,1,0
7440,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
4404,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0
3859,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0
8893,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
379,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
3489,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0
5704,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1
3312,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
6823,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1
1570,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
87,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
6168,0,1,1,3,0,0,0,0,0,1,0,0,0,0,1,0
7519,0,0,0,2,0,0,0,1,0,0,1,1,0,0,1,0
8573,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
561,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0
7957,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0
2392,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
4068,0,0,1,4,0,0,0,0,0,0,1,1,0,0,1,0
799,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0
8009,0,0,1,5,0,0,0,0,1,1,1,1,0,0,1,0
9461,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
6137,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
7607,0,0,1,6,0,0,0,1,0,0,0,1,0,1,1,0
7097,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8643,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0
5629,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
1410,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0
2395,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
2802,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,1
6429,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0
3319,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0
3803,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
1737,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
8641,0,0,1,2,0,0,0,0,0,0,0,1,0,0,1,0
6440,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
9155,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
2846,0,0,1,10,0,0,0,0,0,1,0,1,0,0,1,0
9144,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
6479,0,0,0,2,0,0,1,0,0,1,1,1,0,0,1,0
809,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
304,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
8521,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
4488,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
2309,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0
3379,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0
8227,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
9705,0,0,1,2,0,0,0,1,1,1,1,1,0,0,1,0
6428,0,0,0,3,0,0,0,1,0,1,0,1,0,0,1,0
5315,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
6498,1,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0
2469,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0
6209,0,0,1,7,0,0,1,1,0,0,1,1,0,0,1,0
7206,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0
3698,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
662,0,0,1,3,0,0,1,0,0,1,1,1,0,0,1,0
2494,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0
2665,0,0,1,2,0,0,1,0,0,1,1,1,0,0,1,0
4040,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,1
7032,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
4491,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
7246,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0
1621,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0
7299,1,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0
9725,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3614,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0
5054,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0
5420,0,0,1,4,0,0,0,0,0,1,0,0,1,1,1,1
4660,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
5072,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0
9327,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
319,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
5266,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0
7483,0,0,1,6,0,0,0,1,0,1,0,1,0,0,1,0
9572,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0
1807,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0
2483,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
1984,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
1136,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,0
497,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1
5232,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
2410,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0
9746,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0
494,0,0,1,4,0,0,1,0,0,1,1,1,0,0,1,0
270,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
6546,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
7423,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0
2656,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0
3594,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0
3772,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0
536,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
1047,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0
7069,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0
4536,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0
3400,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
3353,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
1157,0,0,1,2,0,0,1,0,0,1,0,0,0,0,1,1
7914,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
2326,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0
9205,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
9519,0,1,1,3,0,0,0,0,0,1,1,1,0,0,1,0
7128,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
1677,0,0,1,4,1,0,0,0,0,1,0,1,0,0,1,0
7610,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0
3597,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
9420,0,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0
9733,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
1616,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
6362,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
6165,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
1774,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,1
5329,0,0,1,6,0,0,0,0,1,1,1,1,0,0,1,0
6707,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
5500,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
9740,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1
7632,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0
9468,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
6226,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
8132,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
8759,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0
1101,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1,0
9347,0,0,1,5,0,0,1,1,0,0,1,1,0,0,1,0
1875,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0
6540,0,0,1,3,0,0,0,0,0,1,0,1,1,1,1,1
1395,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0
2750,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
6809,0,0,0,3,0,0,0,0,0,1,1,1,0,0,1,0
5600,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2608,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
5875,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0
5877,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0
1705,0,0,1,3,0,0,0,1,0,1,0,1,0,0,1,0
7116,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
5198,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0
7145,0,0,1,7,0,0,0,1,0,0,1,1,0,0,1,0
7753,0,0,1,2,0,0,0,1,0,1,1,1,0,0,1,0
506,0,0,1,2,0,0,0,0,0,1,1,0,0,0,1,0
2576,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0
8864,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0
4591,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
8872,0,0,1,5,0,0,0,0,0,1,1,1,1,0,1,0
8550,0,0,0,2,0,0,0,0,1,1,1,1,0,0,1,0
5334,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2076,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
7170,0,0,1,7,0,0,0,0,0,0,0,1,0,0,1,0
8242,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0
7378,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0
461,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
4760,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
479,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
7746,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
6532,0,0,1,5,0,0,1,1,0,1,1,1,0,0,1,0
5068,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
6597,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0
4389,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
3324,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
3099,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
6916,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
7464,0,0,0,3,0,0,0,0,0,1,0,1,0,0,1,0
6932,0,0,0,2,0,0,0,1,0,1,0,1,1,1,1,1
7134,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
5983,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
5287,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
1842,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0
7658,0,0,1,5,0,0,0,0,0,1,0,1,1,1,1,1
2660,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
6770,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0
7156,0,0,1,6,0,0,0,0,0,1,1,1,0,0,1,0
3257,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
4709,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0
2618,0,0,1,4,0,0,1,0,0,1,0,0,0,0,1,0
5278,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0
981,0,0,1,5,0,0,0,0,0,1,1,1,0,0,1,0
1485,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
2551,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
8949,0,0,1,2,0,0,0,1,0,1,0,1,0,0,1,0
1371,0,0,1,4,0,0,0,0,0,0,0,1,0,0,1,0
9789,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
9973,0,0,1,6,0,0,0,1,0,1,0,1,0,0,1,0
3098,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0
915,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0
6305,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0
4123,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
8177,0,0,1,9,0,0,0,0,0,1,1,1,0,0,1,0
7345,0,0,1,5,0,0,0,0,0,0,0,1,0,0,1,0
4270,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0
1428,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
34,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
3880,0,0,1,10,1,0,0,0,0,1,0,1,0,0,1,0
1337,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
5919,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
1273,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
6824,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
8048,1,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
5363,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0
4639,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
1260,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0
7571,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0
9951,0,0,1,6,0,0,0,0,0,1,0,1,1,1,1,1
6507,0,0,0,2,0,0,0,0,0,1,1,1,0,0,1,0
4438,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,0
3273,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
8623,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
5221,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
1235,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
2569,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
6608,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0
3074,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
8296,0,0,0,2,0,0,1,0,0,1,0,1,0,0,1,0
812,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0
4448,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
2471,0,0,1,5,0,0,0,0,0,1,0,1,0,0,1,0
324,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,0
1989,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,1
5724,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0
2680,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
2607,0,0,1,3,0,0,0,0,1,1,1,1,0,0,1,1
289,0,0,1,2,0,0,0,0,0,1,0,0,1,1,1,1
777,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0
4307,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,0
4674,0,0,1,2,0,0,0,0,1,1,1,1,0,0,1,0
7172,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0
5764,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,0
6639,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0
3202,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
988,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
5306,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0
5561,0,0,1,10,0,0,0,0,1,1,1,1,0,0,1,0
3037,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0
3786,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
7552,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
1704,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
5246,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0
291,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1
8741,0,0,1,5,0,0,0,0,0,1,0,0,1,0,1,0
2109,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
9769,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0
8675,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
1884,0,0,1,4,0,0,0,0,0,1,1,1,0,0,1,0
7375,0,0,0,3,0,0,0,0,0,0,1,1,0,0,1,0
102,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0
5149,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
7555,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
8053,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
431,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
3474,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
962,0,0,1,3,0,0,0,0,0,1,1,1,0,0,1,0
8594,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0
2497,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0
2081,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1,0
3156,0,0,1,6,0,0,0,0,0,1,0,1,0,0,1,0
5933,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,1
3806,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0
3752,0,0,1,3,0,0,0,0,0,1,0,1,0,0,1,0
7115,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1
4209,0,0,1,4,0,0,0,0,0,1,0,1,0,0,1,1
198,0,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0
