,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix_Suffix,DNS_Record,Domain_Age,Domain_End,iFrame,Mouse_Over,Right_Click,Web_Forwards
6411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
6952,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
4745,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
1691,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
6911,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
8515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2726,0,0,0,5,0,0,0,1,0,1,1,0,0,0,0
2613,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1
8376,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12638,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6791,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
812,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
5699,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3975,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1083,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
145,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2634,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1
22,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2212,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
11182,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4270,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
6740,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0
4235,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
4496,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2761,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
9190,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8212,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9665,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
3528,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12462,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
2621,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
518,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
2998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2832,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
5224,0,0,0,5,0,0,1,1,0,1,1,0,0,0,0
2789,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
10563,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1510,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
11905,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
8582,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4179,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1520,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
6383,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
507,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
6915,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10467,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7176,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0
8530,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
8188,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
667,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
3156,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
5883,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
7390,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4221,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
4295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4410,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5464,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
9449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7095,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0
144,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
5217,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4370,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
10974,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8697,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9275,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8993,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7711,0,0,0,2,0,0,0,0,0,1,1,1,1,1,1
11485,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
9639,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
4911,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
7919,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4411,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8664,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
757,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
6213,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
3360,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
11833,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4474,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
334,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
5099,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10314,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12183,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2209,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9160,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3939,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8105,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6727,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0
4242,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
9679,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2004,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
3206,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
1447,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
6272,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
7021,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
731,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
11056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1554,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
11648,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
11331,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4949,0,0,0,3,0,0,0,1,0,1,1,0,0,0,0
1072,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
4100,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5323,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2409,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
5314,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11537,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9307,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10224,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3532,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6251,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
3988,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
10830,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6370,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
12625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8638,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2011,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0
5010,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
12631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5105,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
5015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
10562,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5522,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3041,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
12296,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10977,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10092,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11477,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
5696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6643,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8965,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9331,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4944,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12209,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9251,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7183,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
10197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5886,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
12762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6486,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0
8548,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10129,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2431,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10746,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
9614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
418,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7485,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0
1012,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0
5823,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
5834,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
4339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6518,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1
7719,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
1096,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0
2861,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
12679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12418,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5072,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2238,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
8715,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5127,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1273,0,0,0,2,0,0,0,1,0,0,0,1,1,1,1
11049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2892,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
9131,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4524,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
9524,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
9034,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
3968,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3120,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2427,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
4334,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6325,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
9649,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8819,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
484,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
9565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6002,0,0,0,3,0,0,0,1,0,1,1,0,0,0,0
2208,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
9073,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10720,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3177,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
5079,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3806,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1313,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3843,0,0,0,5,0,0,1,0,1,1,1,0,0,0,0
12089,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
11527,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1617,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
8447,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5777,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
7332,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
4945,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
5279,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9925,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12780,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10740,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1456,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10465,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
11812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
11749,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6183,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
6807,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5249,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8479,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
9200,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
3076,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2554,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
12573,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
196,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
5227,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5980,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
12719,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2396,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10583,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10147,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8593,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3812,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
3969,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9028,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2188,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
4614,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
33,0,0,0,2,0,0,0,0,0,0,0,1,1,1,1
8167,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
6573,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1
10476,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10596,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10074,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6380,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0
11591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5572,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
12372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5615,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
8793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4731,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12692,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1920,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
510,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
9486,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9369,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
3810,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
10432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3573,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
9454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4920,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
5094,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6365,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
917,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
6539,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
3744,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8076,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3180,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
2372,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
4134,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
9851,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
3304,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
11248,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7874,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1
1018,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
7856,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2769,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4607,0,0,0,4,0,0,0,0,1,1,1,0,0,0,0
11938,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4834,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9579,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7105,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0
2054,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
5882,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
9298,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3245,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4782,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
1853,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0
5708,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
3165,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
9153,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
5561,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
3219,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
2939,0,0,0,5,0,0,0,0,0,1,1,0,0,0,0
3453,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0
6755,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
6189,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
571,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
590,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
8117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1
11416,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4736,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
2062,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
12781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1770,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9984,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1934,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
2,0,0,0,4,0,0,0,0,0,1,1,1,1,1,1
7278,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5242,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
12025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2159,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
7674,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
12103,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6753,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7128,0,0,0,5,0,0,1,1,0,1,1,0,0,0,0
8945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2548,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
10367,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6173,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1478,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
9444,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
740,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
4652,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
12570,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
7372,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
922,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
8265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2943,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10767,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
508,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1
4233,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1
737,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1
533,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
8527,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5084,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2674,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5611,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10069,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
3548,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
6104,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11052,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3579,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
10300,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4254,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
1057,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
9234,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
10982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4312,0,0,0,4,0,0,0,0,0,0,0,1,1,1,1
4724,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
5537,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
1572,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1584,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
3459,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
4190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10723,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4072,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8788,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2429,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
724,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
4780,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
9626,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1834,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
7530,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
2662,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6676,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9128,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2658,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0
3727,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5866,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
11382,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
7638,0,0,0,5,0,0,1,1,0,1,1,0,0,0,0
2483,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1
9879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9642,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
11073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5918,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0
11507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8594,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7410,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0
10791,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
10996,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1865,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
4933,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4551,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0
9992,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
