,Domain_Length,Subdomain_Level,Have_At_Sign,Have_Tilde_Symbol,No_Https,Having_IP,Domain_In_Subdomains,Domain_In_Paths,Http_In_Hostname,Double_Slash_In_Path,Num_Dots,Num_Dashes_In_Hostname,Num_Underscore,Num_Percent,Num_Query_Components,Num_Ampersand,Num_Hash,Num_Numeric_Chars,Num_Sensitive_Words,Ext_Favicon,Redirection,Tiny_URL,Prefix_Suffix,DNS,Domain_Age,Domain_End,Rank_Host,Rank_Country,Iframe,Mouse_Over,Right_Click,Forwarding
7158,31,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1
11421,62,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,35,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3193,25,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
6140,18,1,0,1,0,0,1,1,0,0,4,0,6,16,1,0,0,76,0,0,0,1,0,0,0,1,1,1,0,0,0,0
3178,13,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3130,16,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
3658,14,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2554,7,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
12875,26,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11932,60,1,0,0,1,0,1,1,0,0,2,7,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,1,1,1,1,1
9438,18,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1
7485,32,1,0,0,0,0,1,1,0,0,2,2,0,0,1,0,0,7,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2830,17,1,0,0,1,0,1,1,0,0,7,0,1,0,5,4,0,44,0,0,0,0,0,0,1,1,1,1,0,0,0,0
11920,10,1,0,0,0,0,1,1,0,0,5,0,0,5,2,1,0,44,0,0,1,0,0,0,0,0,1,1,0,0,0,0
7223,32,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,4,0,0,0,0,1,0,1,1,1,1,1,1,1,1
1323,14,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5311,15,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
11909,13,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0
1757,23,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10913,24,1,1,0,0,0,1,1,0,0,7,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
801,17,1,0,0,0,0,1,1,0,0,2,0,2,0,2,1,0,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5061,29,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
9720,38,1,0,0,0,0,1,1,0,0,2,5,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0
10935,19,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4314,23,1,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,13,0,0,1,0,0,0,0,0,1,1,0,0,0,0
7620,20,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
12854,17,1,1,0,1,0,1,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2154,11,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
12828,18,1,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,12,1,0,0,1,0,0,0,1,1,1,0,0,0,0
4010,28,1,0,0,0,0,1,1,0,0,5,0,9,9,13,12,0,219,1,0,1,0,0,0,1,1,1,1,0,0,0,0
7247,12,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4691,10,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4817,6,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
9830,7,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,2,0,0,1,0,0,0,1,1,1,1,0,0,0,0
5440,37,1,0,0,0,0,1,1,0,0,6,0,0,20,4,3,0,102,0,0,0,1,0,0,0,1,1,1,0,0,0,0
4504,15,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2292,33,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,9,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5154,11,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4939,10,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
2820,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0
10205,20,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12062,14,1,0,0,1,0,1,1,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
10249,16,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
11114,18,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
304,8,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,1,0,0
11043,9,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5883,15,1,0,0,0,0,1,1,0,0,4,0,0,0,1,0,0,14,0,0,0,1,0,0,0,0,1,1,0,0,0,0
6789,22,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
5908,11,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12277,21,1,0,0,1,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
7725,7,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
7753,20,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
3295,23,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5774,17,1,0,0,0,0,1,1,0,0,2,0,1,0,1,0,0,65,0,0,0,0,0,0,0,1,1,1,0,0,0,0
8688,17,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3541,5,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0
3378,14,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
6411,25,1,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
2072,7,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0
1717,21,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0
9818,28,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7645,30,1,0,0,1,0,1,1,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3241,16,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0
8109,49,1,0,0,0,0,1,1,0,0,4,3,0,0,1,0,0,2,2,0,0,0,1,0,0,1,1,1,0,0,0,0
4166,52,1,0,0,0,0,1,1,0,0,8,2,0,0,3,2,0,9,1,0,1,1,1,0,0,0,1,1,1,1,1,1
9025,31,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3210,34,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6696,21,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,3,1,0,0,0,1,0,0,0,1,1,1,1,1,1
12447,13,1,0,0,0,0,0,1,0,0,2,0,1,0,2,1,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0
3995,10,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,12,0,0,0,0,0,1,1,1,1,1,1,1,1,1
8670,17,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12083,25,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5367,15,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0
8019,15,1,0,0,1,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
13008,20,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2011,12,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
6515,24,1,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
3247,19,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,7,0,0,0,0,0,0,0,1,1,1,0,0,0,0
4880,24,1,0,0,0,0,1,1,0,0,3,0,1,0,1,0,0,52,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4402,36,1,0,0,0,0,1,1,0,0,7,0,0,5,3,2,0,61,0,0,0,0,0,0,0,0,1,1,0,0,0,0
839,4,1,0,0,0,0,0,1,0,0,1,0,0,0,2,1,0,5,0,0,0,1,0,0,0,0,1,1,0,0,0,1
2038,12,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2210,13,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1
12265,6,1,0,0,0,0,0,1,0,0,5,0,0,3,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5820,20,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
1308,9,1,0,0,0,0,1,1,0,0,2,0,3,0,1,0,0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2907,12,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5337,13,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1
12107,42,1,1,0,0,0,1,1,0,0,5,1,0,0,1,0,0,9,0,0,0,0,1,0,0,0,1,1,0,0,0,0
825,18,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
8166,20,1,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
11474,23,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
2208,22,1,0,0,1,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
4743,6,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0
146,16,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
9137,18,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0
7766,21,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6196,19,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
8169,44,1,0,0,0,0,1,1,0,0,2,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
291,9,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,18,0,0,0,0,0,0,0,1,1,1,0,0,0,0
8848,18,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1
12534,17,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,5,0,0,0,0,0,0,1,1,1,1,0,0,0,0
8884,9,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0
3921,16,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
5071,7,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5553,7,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1158,28,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8434,19,1,0,0,1,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
1163,7,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
3674,8,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
748,13,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6584,24,1,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
11072,32,1,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
6839,25,1,0,0,0,0,1,1,0,0,3,3,0,0,1,0,0,4,0,0,0,0,1,0,0,0,1,1,1,1,1,1
1138,21,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6958,12,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10050,31,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0
447,14,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
11242,30,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2184,19,1,0,0,0,0,0,1,0,0,1,0,0,0,11,10,0,61,0,0,0,0,0,0,0,0,1,1,1,1,1,1
11322,19,1,0,0,0,0,1,1,0,0,3,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4447,13,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
5565,11,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
7955,30,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
5317,15,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
6116,18,1,0,1,0,0,1,1,0,0,4,0,9,38,1,0,0,230,2,0,0,1,0,0,0,1,1,1,0,0,0,1
9515,27,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7478,80,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1805,13,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
10716,6,1,1,0,0,0,0,1,0,0,4,0,2,0,3,2,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112,17,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7555,12,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
9647,20,1,0,0,1,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
11890,13,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
11736,20,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,22,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1080,9,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8145,18,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
5854,6,1,0,0,0,0,1,1,0,0,2,0,5,0,1,0,0,7,0,0,0,0,0,0,1,1,1,1,0,0,0,0
10704,26,1,0,0,0,0,1,1,0,0,2,0,0,0,2,1,0,5,0,0,0,0,0,0,0,1,1,1,0,0,0,0
9551,31,1,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1
8281,20,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
267,28,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3975,13,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
7077,47,1,0,0,0,0,0,1,0,0,2,2,1,0,1,0,0,26,0,0,0,0,1,0,1,1,1,1,1,1,1,1
5237,12,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2422,27,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,6,0,0,0,1,0,1,1,1,1,1,0,0,0,0
2428,9,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11634,16,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,22,1,0,0,0,1,0,0,0,1,1,0,0,0,0
10002,25,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,13,0,0,0,0,0,0,0,1,1,1,0,0,0,0
9479,14,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0
508,9,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,20,0,0,0,0,0,0,0,1,1,1,0,0,0,0
8084,37,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
2673,25,1,0,0,1,0,1,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9234,17,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,1,1,1,1,1,1
406,19,1,0,0,0,0,0,1,0,0,1,0,3,0,3,2,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9639,22,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11700,29,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0
1300,23,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0
214,16,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
4138,13,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1
7142,30,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,2,0,0,0,0,1,0,0,1,1,1,1,1,1,1
10141,22,1,0,0,0,0,1,1,0,0,3,0,1,0,1,0,1,23,0,0,0,0,0,1,1,1,1,1,0,0,0,0
10087,6,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7905,25,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9307,14,1,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
9247,18,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
10884,14,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3438,11,1,0,0,0,0,1,1,0,0,3,0,2,0,1,0,0,7,0,0,0,0,0,0,1,1,1,1,0,0,0,0
9778,17,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1
536,9,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
9073,12,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3064,26,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0,0,0
11217,12,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1
7115,31,1,0,0,0,0,1,1,0,0,3,1,0,0,1,0,0,2,0,0,0,0,1,0,0,1,1,1,1,1,1,1
5887,18,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,120,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6795,27,1,0,0,0,0,1,1,0,0,3,3,0,0,1,0,0,4,0,0,0,0,1,0,0,0,1,1,1,1,1,1
3094,31,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,6,0,0,0,1,0,1,1,1,1,1,0,0,0,0
10825,29,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,6,0,0,0,1,0,0,0,1,1,1,0,0,0,0
9911,26,1,0,0,1,0,1,1,0,0,2,1,0,0,1,0,0,2,0,0,0,1,1,1,1,1,1,1,0,0,0,0
11013,53,1,0,0,0,0,1,1,0,0,4,2,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0
9126,11,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0
4849,15,1,0,0,0,0,1,1,0,0,4,0,5,34,2,1,0,61,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12707,19,1,1,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
4930,10,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
827,16,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6050,14,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
11723,22,1,0,0,1,0,1,1,0,0,3,0,2,0,1,0,0,10,0,0,0,0,0,1,1,1,1,1,0,0,0,0
3788,21,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
8649,14,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
3567,22,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
2968,23,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8193,19,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1445,24,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
8440,32,1,0,0,1,0,1,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
11801,19,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
9440,22,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1
12496,31,1,0,0,0,0,1,1,0,0,3,1,0,0,2,1,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8502,13,1,0,0,1,1,0,0,0,0,3,0,0,0,1,0,0,10,0,0,0,0,0,0,1,1,1,1,1,1,1,1
5932,13,1,0,0,0,0,1,1,0,0,7,0,0,3,3,2,0,3,1,0,0,0,0,0,0,1,1,1,0,0,0,0
8908,36,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
8757,17,1,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,1,1,1,1,1,1
7479,77,1,0,0,0,0,1,1,0,0,3,2,0,0,1,0,0,17,0,0,0,0,1,0,0,1,1,1,0,0,0,0
11834,36,1,0,0,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6517,24,1,0,0,0,0,1,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1
11883,17,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
